============================================================
PPO Training Summary
============================================================

Training Time: 20251210_141255
Total Updates: 500
Total Samples: 7500

------------------------------------------------------------
Training Progress:
------------------------------------------------------------
Update 1: Return=-142.98, Acceptance=100.00%, Samples=15
Update 85: Return=-185.37, Acceptance=100.00%, Samples=15
Update 86: Return=-363.65, Acceptance=93.33%, Samples=15
Update 87: Return=-169.02, Acceptance=100.00%, Samples=15
Update 88: Return=-187.95, Acceptance=100.00%, Samples=15
Update 89: Return=-165.68, Acceptance=100.00%, Samples=15
Update 90: Return=-245.03, Acceptance=100.00%, Samples=15
Update 91: Return=-156.90, Acceptance=100.00%, Samples=15
Update 92: Return=-246.32, Acceptance=100.00%, Samples=15
Update 93: Return=-338.06, Acceptance=100.00%, Samples=15
Update 94: Return=-307.51, Acceptance=100.00%, Samples=15
Update 95: Return=-448.20, Acceptance=100.00%, Samples=15
Update 96: Return=-236.18, Acceptance=100.00%, Samples=15
Update 97: Return=-205.87, Acceptance=100.00%, Samples=15
Update 98: Return=-443.54, Acceptance=93.33%, Samples=15
Update 99: Return=-358.96, Acceptance=93.33%, Samples=15
Update 100: Return=-129.84, Acceptance=100.00%, Samples=15
Update 101: Return=-225.93, Acceptance=100.00%, Samples=15
Update 102: Return=-257.63, Acceptance=100.00%, Samples=15
Update 103: Return=-206.25, Acceptance=100.00%, Samples=15
Update 104: Return=-368.09, Acceptance=100.00%, Samples=15
Update 105: Return=-606.44, Acceptance=86.67%, Samples=15
Update 106: Return=-160.27, Acceptance=100.00%, Samples=15
Update 107: Return=-355.87, Acceptance=93.33%, Samples=15
Update 108: Return=-372.58, Acceptance=93.33%, Samples=15
Update 109: Return=-583.00, Acceptance=86.67%, Samples=15
Update 110: Return=-508.82, Acceptance=93.33%, Samples=15
Update 111: Return=-311.05, Acceptance=100.00%, Samples=15
Update 112: Return=-226.60, Acceptance=100.00%, Samples=15
Update 113: Return=-209.38, Acceptance=100.00%, Samples=15
Update 114: Return=-387.97, Acceptance=100.00%, Samples=15
Update 115: Return=-159.32, Acceptance=100.00%, Samples=15
Update 116: Return=-170.44, Acceptance=100.00%, Samples=15
Update 117: Return=-492.24, Acceptance=93.33%, Samples=15
Update 118: Return=-256.48, Acceptance=100.00%, Samples=15
Update 119: Return=-121.11, Acceptance=100.00%, Samples=15
Update 120: Return=-248.98, Acceptance=100.00%, Samples=15
Update 121: Return=-189.42, Acceptance=100.00%, Samples=15
Update 122: Return=-414.59, Acceptance=93.33%, Samples=15
Update 123: Return=-235.93, Acceptance=100.00%, Samples=15
Update 124: Return=-215.73, Acceptance=100.00%, Samples=15
Update 125: Return=-255.59, Acceptance=100.00%, Samples=15
Update 126: Return=-212.78, Acceptance=100.00%, Samples=15
Update 127: Return=-897.60, Acceptance=80.00%, Samples=15
Update 128: Return=-215.07, Acceptance=100.00%, Samples=15
Update 129: Return=-200.23, Acceptance=100.00%, Samples=15
Update 130: Return=-338.08, Acceptance=93.33%, Samples=15
Update 131: Return=-342.10, Acceptance=93.33%, Samples=15
Update 132: Return=-531.18, Acceptance=93.33%, Samples=15
Update 133: Return=-317.47, Acceptance=100.00%, Samples=15
Update 134: Return=-707.37, Acceptance=86.67%, Samples=15
Update 135: Return=-760.44, Acceptance=86.67%, Samples=15
Update 136: Return=-234.45, Acceptance=100.00%, Samples=15
Update 137: Return=-534.77, Acceptance=86.67%, Samples=15
Update 138: Return=-1081.27, Acceptance=73.33%, Samples=15
Update 139: Return=-424.48, Acceptance=93.33%, Samples=15
Update 140: Return=-203.58, Acceptance=100.00%, Samples=15
Update 141: Return=-642.66, Acceptance=86.67%, Samples=15
Update 142: Return=-177.98, Acceptance=100.00%, Samples=15
Update 143: Return=-456.32, Acceptance=93.33%, Samples=15
Update 144: Return=-146.88, Acceptance=100.00%, Samples=15
Update 145: Return=-354.72, Acceptance=93.33%, Samples=15
Update 146: Return=-158.32, Acceptance=100.00%, Samples=15
Update 147: Return=-194.68, Acceptance=100.00%, Samples=15
Update 148: Return=-212.27, Acceptance=100.00%, Samples=15
Update 149: Return=-406.95, Acceptance=93.33%, Samples=15
Update 150: Return=-381.40, Acceptance=93.33%, Samples=15
Update 151: Return=-143.38, Acceptance=100.00%, Samples=15
Update 152: Return=-256.92, Acceptance=100.00%, Samples=15
Update 153: Return=-137.30, Acceptance=100.00%, Samples=15
Update 154: Return=-182.63, Acceptance=100.00%, Samples=15
Update 155: Return=-150.12, Acceptance=100.00%, Samples=15
Update 156: Return=-203.25, Acceptance=100.00%, Samples=15
Update 157: Return=-486.92, Acceptance=93.33%, Samples=15
Update 158: Return=-569.86, Acceptance=93.33%, Samples=15
Update 159: Return=-487.69, Acceptance=93.33%, Samples=15
Update 160: Return=-512.51, Acceptance=93.33%, Samples=15
Update 161: Return=-206.50, Acceptance=100.00%, Samples=15
Update 162: Return=-629.04, Acceptance=86.67%, Samples=15
Update 163: Return=-366.04, Acceptance=93.33%, Samples=15
Update 164: Return=-156.87, Acceptance=100.00%, Samples=15
Update 165: Return=-196.88, Acceptance=100.00%, Samples=15
Update 166: Return=-176.62, Acceptance=100.00%, Samples=15
Update 167: Return=-827.17, Acceptance=80.00%, Samples=15
Update 168: Return=-453.45, Acceptance=93.33%, Samples=15
Update 169: Return=-279.85, Acceptance=100.00%, Samples=15
Update 170: Return=-860.02, Acceptance=80.00%, Samples=15
Update 171: Return=-577.36, Acceptance=86.67%, Samples=15
Update 172: Return=-182.16, Acceptance=100.00%, Samples=15
Update 173: Return=-141.93, Acceptance=100.00%, Samples=15
Update 174: Return=-254.43, Acceptance=100.00%, Samples=15
Update 175: Return=-166.47, Acceptance=100.00%, Samples=15
Update 176: Return=-219.82, Acceptance=100.00%, Samples=15
Update 177: Return=-199.40, Acceptance=100.00%, Samples=15
Update 178: Return=-304.66, Acceptance=100.00%, Samples=15
Update 179: Return=-368.43, Acceptance=100.00%, Samples=15
Update 180: Return=-157.13, Acceptance=100.00%, Samples=15
Update 181: Return=-157.67, Acceptance=100.00%, Samples=15
Update 182: Return=-362.96, Acceptance=93.33%, Samples=15
Update 183: Return=-219.70, Acceptance=100.00%, Samples=15
Update 184: Return=-567.23, Acceptance=86.67%, Samples=15
Update 185: Return=-331.88, Acceptance=100.00%, Samples=15
Update 186: Return=-221.83, Acceptance=100.00%, Samples=15
Update 187: Return=-241.70, Acceptance=100.00%, Samples=15
Update 188: Return=-516.62, Acceptance=86.67%, Samples=15
Update 189: Return=-222.10, Acceptance=100.00%, Samples=15
Update 190: Return=-663.49, Acceptance=86.67%, Samples=15
Update 191: Return=-225.13, Acceptance=100.00%, Samples=15
Update 192: Return=-292.28, Acceptance=100.00%, Samples=15
Update 193: Return=-551.50, Acceptance=86.67%, Samples=15
Update 194: Return=-250.71, Acceptance=100.00%, Samples=15
Update 195: Return=-274.67, Acceptance=100.00%, Samples=15
Update 196: Return=-413.23, Acceptance=93.33%, Samples=15
Update 197: Return=-273.88, Acceptance=100.00%, Samples=15
Update 198: Return=-1021.89, Acceptance=73.33%, Samples=15
Update 199: Return=-242.15, Acceptance=100.00%, Samples=15
Update 200: Return=-340.87, Acceptance=100.00%, Samples=15
Update 201: Return=-374.80, Acceptance=100.00%, Samples=15
Update 202: Return=-480.90, Acceptance=93.33%, Samples=15
Update 203: Return=-256.60, Acceptance=100.00%, Samples=15
Update 204: Return=-345.25, Acceptance=100.00%, Samples=15
Update 205: Return=-353.61, Acceptance=93.33%, Samples=15
Update 206: Return=-169.35, Acceptance=100.00%, Samples=15
Update 207: Return=-180.35, Acceptance=100.00%, Samples=15
Update 208: Return=-194.22, Acceptance=100.00%, Samples=15
Update 209: Return=-404.06, Acceptance=93.33%, Samples=15
Update 210: Return=-277.62, Acceptance=100.00%, Samples=15
Update 211: Return=-182.28, Acceptance=100.00%, Samples=15
Update 212: Return=-323.03, Acceptance=93.33%, Samples=15
Update 213: Return=-110.03, Acceptance=100.00%, Samples=15
Update 214: Return=-153.62, Acceptance=100.00%, Samples=15
Update 215: Return=-243.23, Acceptance=100.00%, Samples=15
Update 216: Return=-269.04, Acceptance=100.00%, Samples=15
Update 217: Return=-203.78, Acceptance=100.00%, Samples=15
Update 218: Return=-251.66, Acceptance=100.00%, Samples=15
Update 219: Return=-276.70, Acceptance=100.00%, Samples=15
Update 220: Return=-206.97, Acceptance=100.00%, Samples=15
Update 221: Return=-301.39, Acceptance=100.00%, Samples=15
Update 222: Return=-148.20, Acceptance=100.00%, Samples=15
Update 223: Return=-662.84, Acceptance=86.67%, Samples=15
Update 224: Return=-392.77, Acceptance=93.33%, Samples=15
Update 225: Return=-570.84, Acceptance=93.33%, Samples=15
Update 226: Return=-224.85, Acceptance=100.00%, Samples=15
Update 227: Return=-210.30, Acceptance=100.00%, Samples=15
Update 228: Return=-642.55, Acceptance=86.67%, Samples=15
Update 229: Return=-140.37, Acceptance=100.00%, Samples=15
Update 230: Return=-193.62, Acceptance=100.00%, Samples=15
Update 231: Return=-510.44, Acceptance=93.33%, Samples=15
Update 232: Return=-253.62, Acceptance=100.00%, Samples=15
Update 233: Return=-219.68, Acceptance=100.00%, Samples=15
Update 234: Return=-206.78, Acceptance=100.00%, Samples=15
Update 235: Return=-163.65, Acceptance=100.00%, Samples=15
Update 236: Return=-157.05, Acceptance=100.00%, Samples=15
Update 237: Return=-380.76, Acceptance=93.33%, Samples=15
Update 238: Return=-244.04, Acceptance=100.00%, Samples=15
Update 239: Return=-210.95, Acceptance=100.00%, Samples=15
Update 240: Return=-223.00, Acceptance=100.00%, Samples=15
Update 241: Return=-988.60, Acceptance=73.33%, Samples=15
Update 242: Return=-397.31, Acceptance=93.33%, Samples=15
Update 243: Return=-291.05, Acceptance=100.00%, Samples=15
Update 244: Return=-342.22, Acceptance=100.00%, Samples=15
Update 245: Return=-255.21, Acceptance=100.00%, Samples=15
Update 246: Return=-308.16, Acceptance=100.00%, Samples=15
Update 247: Return=-149.28, Acceptance=100.00%, Samples=15
Update 248: Return=-315.46, Acceptance=100.00%, Samples=15
Update 249: Return=-177.95, Acceptance=100.00%, Samples=15
Update 250: Return=-433.94, Acceptance=93.33%, Samples=15
Update 251: Return=-372.70, Acceptance=93.33%, Samples=15
Update 252: Return=-605.70, Acceptance=86.67%, Samples=15
Update 253: Return=-209.30, Acceptance=100.00%, Samples=15
Update 254: Return=-285.53, Acceptance=100.00%, Samples=15
Update 255: Return=-562.71, Acceptance=86.67%, Samples=15
Update 256: Return=-189.59, Acceptance=100.00%, Samples=15
Update 257: Return=-369.77, Acceptance=93.33%, Samples=15
Update 258: Return=-200.71, Acceptance=100.00%, Samples=15
Update 259: Return=-152.17, Acceptance=100.00%, Samples=15
Update 260: Return=-221.58, Acceptance=100.00%, Samples=15
Update 261: Return=-317.80, Acceptance=100.00%, Samples=15
Update 262: Return=-325.50, Acceptance=100.00%, Samples=15
Update 263: Return=-180.30, Acceptance=100.00%, Samples=15
Update 264: Return=-359.71, Acceptance=93.33%, Samples=15
Update 265: Return=-323.52, Acceptance=100.00%, Samples=15
Update 266: Return=-762.77, Acceptance=80.00%, Samples=15
Update 267: Return=-164.53, Acceptance=100.00%, Samples=15
Update 268: Return=-122.85, Acceptance=100.00%, Samples=15
Update 269: Return=-173.33, Acceptance=100.00%, Samples=15
Update 270: Return=-220.73, Acceptance=100.00%, Samples=15
Update 271: Return=-236.57, Acceptance=100.00%, Samples=15
Update 272: Return=-673.37, Acceptance=86.67%, Samples=15
Update 273: Return=-225.10, Acceptance=100.00%, Samples=15
Update 274: Return=-291.60, Acceptance=100.00%, Samples=15
Update 275: Return=-175.30, Acceptance=100.00%, Samples=15
Update 276: Return=-223.11, Acceptance=100.00%, Samples=15
Update 277: Return=-188.77, Acceptance=100.00%, Samples=15
Update 278: Return=-220.04, Acceptance=100.00%, Samples=15
Update 279: Return=-302.64, Acceptance=100.00%, Samples=15
Update 280: Return=-267.05, Acceptance=100.00%, Samples=15
Update 281: Return=-462.10, Acceptance=93.33%, Samples=15
Update 282: Return=-312.72, Acceptance=100.00%, Samples=15
Update 283: Return=-260.98, Acceptance=100.00%, Samples=15
Update 284: Return=-1066.78, Acceptance=73.33%, Samples=15
Update 285: Return=-318.66, Acceptance=93.33%, Samples=15
Update 286: Return=-166.42, Acceptance=100.00%, Samples=15
Update 287: Return=-306.54, Acceptance=100.00%, Samples=15
Update 288: Return=-184.97, Acceptance=100.00%, Samples=15
Update 289: Return=-200.14, Acceptance=100.00%, Samples=15
Update 290: Return=-296.82, Acceptance=93.33%, Samples=15
Update 291: Return=-1062.25, Acceptance=73.33%, Samples=15
Update 292: Return=-254.32, Acceptance=100.00%, Samples=15
Update 293: Return=-196.12, Acceptance=100.00%, Samples=15
Update 294: Return=-261.44, Acceptance=100.00%, Samples=15
Update 295: Return=-230.98, Acceptance=100.00%, Samples=15
Update 296: Return=-542.80, Acceptance=86.67%, Samples=15
Update 297: Return=-202.85, Acceptance=100.00%, Samples=15
Update 298: Return=-182.43, Acceptance=100.00%, Samples=15
Update 299: Return=-339.03, Acceptance=100.00%, Samples=15
Update 300: Return=-328.20, Acceptance=93.33%, Samples=15
Update 301: Return=-295.45, Acceptance=100.00%, Samples=15
Update 302: Return=-528.29, Acceptance=86.67%, Samples=15
Update 303: Return=-487.73, Acceptance=93.33%, Samples=15
Update 304: Return=-141.57, Acceptance=100.00%, Samples=15
Update 305: Return=-171.77, Acceptance=100.00%, Samples=15
Update 306: Return=-246.72, Acceptance=100.00%, Samples=15
Update 307: Return=-239.52, Acceptance=100.00%, Samples=15
Update 308: Return=-421.25, Acceptance=93.33%, Samples=15
Update 309: Return=-222.61, Acceptance=100.00%, Samples=15
Update 310: Return=-185.48, Acceptance=100.00%, Samples=15
Update 311: Return=-155.43, Acceptance=100.00%, Samples=15
Update 312: Return=-312.64, Acceptance=100.00%, Samples=15
Update 313: Return=-229.03, Acceptance=100.00%, Samples=15
Update 314: Return=-188.33, Acceptance=100.00%, Samples=15
Update 315: Return=-351.24, Acceptance=93.33%, Samples=15
Update 316: Return=-626.65, Acceptance=86.67%, Samples=15
Update 317: Return=-135.35, Acceptance=100.00%, Samples=15
Update 318: Return=-174.13, Acceptance=100.00%, Samples=15
Update 319: Return=-258.97, Acceptance=100.00%, Samples=15
Update 320: Return=-210.37, Acceptance=100.00%, Samples=15
Update 321: Return=-627.58, Acceptance=86.67%, Samples=15
Update 322: Return=-136.32, Acceptance=100.00%, Samples=15
Update 323: Return=-319.75, Acceptance=100.00%, Samples=15
Update 324: Return=-347.67, Acceptance=100.00%, Samples=15
Update 325: Return=-512.26, Acceptance=86.67%, Samples=15
Update 326: Return=-189.13, Acceptance=100.00%, Samples=15
Update 327: Return=-314.53, Acceptance=100.00%, Samples=15
Update 328: Return=-187.93, Acceptance=100.00%, Samples=15
Update 329: Return=-452.56, Acceptance=100.00%, Samples=15
Update 330: Return=-263.20, Acceptance=100.00%, Samples=15
Update 331: Return=-240.25, Acceptance=100.00%, Samples=15
Update 332: Return=-164.37, Acceptance=100.00%, Samples=15
Update 333: Return=-212.72, Acceptance=100.00%, Samples=15
Update 334: Return=-279.42, Acceptance=100.00%, Samples=15
Update 335: Return=-1033.19, Acceptance=73.33%, Samples=15
Update 336: Return=-431.73, Acceptance=93.33%, Samples=15
Update 337: Return=-134.79, Acceptance=100.00%, Samples=15
Update 338: Return=-681.57, Acceptance=86.67%, Samples=15
Update 339: Return=-293.73, Acceptance=93.33%, Samples=15
Update 340: Return=-170.32, Acceptance=100.00%, Samples=15
Update 341: Return=-211.71, Acceptance=100.00%, Samples=15
Update 342: Return=-324.40, Acceptance=93.33%, Samples=15
Update 343: Return=-502.05, Acceptance=86.67%, Samples=15
Update 344: Return=-556.26, Acceptance=93.33%, Samples=15
Update 345: Return=-230.27, Acceptance=100.00%, Samples=15
Update 346: Return=-274.16, Acceptance=100.00%, Samples=15
Update 347: Return=-264.97, Acceptance=100.00%, Samples=15
Update 348: Return=-255.73, Acceptance=100.00%, Samples=15
Update 349: Return=-469.68, Acceptance=93.33%, Samples=15
Update 350: Return=-203.87, Acceptance=100.00%, Samples=15
Update 351: Return=-204.27, Acceptance=100.00%, Samples=15
Update 352: Return=-164.98, Acceptance=100.00%, Samples=15
Update 353: Return=-275.03, Acceptance=100.00%, Samples=15
Update 354: Return=-241.22, Acceptance=100.00%, Samples=15
Update 355: Return=-164.95, Acceptance=100.00%, Samples=15
Update 356: Return=-123.92, Acceptance=100.00%, Samples=15
Update 357: Return=-408.17, Acceptance=93.33%, Samples=15
Update 358: Return=-575.74, Acceptance=86.67%, Samples=15
Update 359: Return=-611.20, Acceptance=86.67%, Samples=15
Update 360: Return=-184.48, Acceptance=100.00%, Samples=15
Update 361: Return=-400.20, Acceptance=93.33%, Samples=15
Update 362: Return=-412.26, Acceptance=93.33%, Samples=15
Update 363: Return=-215.01, Acceptance=100.00%, Samples=15
Update 364: Return=-176.22, Acceptance=100.00%, Samples=15
Update 365: Return=-275.75, Acceptance=100.00%, Samples=15
Update 366: Return=-1028.12, Acceptance=73.33%, Samples=15
Update 367: Return=-186.43, Acceptance=100.00%, Samples=15
Update 368: Return=-346.17, Acceptance=100.00%, Samples=15
Update 369: Return=-248.66, Acceptance=100.00%, Samples=15
Update 370: Return=-257.09, Acceptance=100.00%, Samples=15
Update 371: Return=-274.48, Acceptance=100.00%, Samples=15
Update 372: Return=-298.73, Acceptance=93.33%, Samples=15
Update 373: Return=-179.82, Acceptance=100.00%, Samples=15
Update 374: Return=-137.65, Acceptance=100.00%, Samples=15
Update 375: Return=-252.40, Acceptance=100.00%, Samples=15
Update 376: Return=-173.70, Acceptance=100.00%, Samples=15
Update 377: Return=-198.87, Acceptance=100.00%, Samples=15
Update 378: Return=-224.43, Acceptance=100.00%, Samples=15
Update 379: Return=-196.05, Acceptance=100.00%, Samples=15
Update 380: Return=-508.66, Acceptance=93.33%, Samples=15
Update 381: Return=-440.78, Acceptance=93.33%, Samples=15
Update 382: Return=-811.48, Acceptance=80.00%, Samples=15
Update 383: Return=-156.88, Acceptance=100.00%, Samples=15
Update 384: Return=-254.83, Acceptance=100.00%, Samples=15
Update 385: Return=-278.88, Acceptance=100.00%, Samples=15
Update 386: Return=-242.58, Acceptance=100.00%, Samples=15
Update 387: Return=-198.40, Acceptance=100.00%, Samples=15
Update 388: Return=-170.60, Acceptance=100.00%, Samples=15
Update 389: Return=-287.97, Acceptance=100.00%, Samples=15
Update 390: Return=-217.88, Acceptance=100.00%, Samples=15
Update 391: Return=-155.03, Acceptance=100.00%, Samples=15
Update 392: Return=-184.22, Acceptance=100.00%, Samples=15
Update 393: Return=-307.32, Acceptance=100.00%, Samples=15
Update 394: Return=-246.93, Acceptance=100.00%, Samples=15
Update 395: Return=-263.31, Acceptance=100.00%, Samples=15
Update 396: Return=-244.28, Acceptance=100.00%, Samples=15
Update 397: Return=-479.21, Acceptance=93.33%, Samples=15
Update 398: Return=-201.02, Acceptance=100.00%, Samples=15
Update 399: Return=-230.97, Acceptance=100.00%, Samples=15
Update 400: Return=-285.05, Acceptance=100.00%, Samples=15
Update 401: Return=-339.24, Acceptance=100.00%, Samples=15
Update 402: Return=-332.58, Acceptance=100.00%, Samples=15
Update 403: Return=-306.34, Acceptance=100.00%, Samples=15
Update 404: Return=-231.08, Acceptance=100.00%, Samples=15
Update 405: Return=-283.03, Acceptance=100.00%, Samples=15
Update 406: Return=-367.66, Acceptance=93.33%, Samples=15
Update 407: Return=-533.97, Acceptance=86.67%, Samples=15
Update 408: Return=-209.30, Acceptance=100.00%, Samples=15
Update 409: Return=-212.27, Acceptance=100.00%, Samples=15
Update 410: Return=-390.26, Acceptance=93.33%, Samples=15
Update 411: Return=-859.15, Acceptance=80.00%, Samples=15
Update 412: Return=-616.62, Acceptance=86.67%, Samples=15
Update 413: Return=-383.04, Acceptance=93.33%, Samples=15
Update 414: Return=-287.63, Acceptance=100.00%, Samples=15
Update 415: Return=-236.07, Acceptance=100.00%, Samples=15
Update 416: Return=-355.37, Acceptance=100.00%, Samples=15
Update 417: Return=-197.99, Acceptance=100.00%, Samples=15
Update 418: Return=-271.12, Acceptance=100.00%, Samples=15
Update 419: Return=-487.19, Acceptance=93.33%, Samples=15
Update 420: Return=-247.89, Acceptance=100.00%, Samples=15
Update 421: Return=-280.03, Acceptance=100.00%, Samples=15
Update 422: Return=-270.70, Acceptance=100.00%, Samples=15
Update 423: Return=-665.98, Acceptance=86.67%, Samples=15
Update 424: Return=-173.47, Acceptance=100.00%, Samples=15
Update 425: Return=-191.03, Acceptance=100.00%, Samples=15
Update 426: Return=-623.87, Acceptance=86.67%, Samples=15
Update 427: Return=-243.42, Acceptance=100.00%, Samples=15
Update 428: Return=-414.41, Acceptance=93.33%, Samples=15
Update 429: Return=-223.02, Acceptance=100.00%, Samples=15
Update 430: Return=-228.18, Acceptance=100.00%, Samples=15
Update 431: Return=-307.22, Acceptance=100.00%, Samples=15
Update 432: Return=-464.43, Acceptance=86.67%, Samples=15
Update 433: Return=-266.67, Acceptance=100.00%, Samples=15
Update 434: Return=-187.48, Acceptance=100.00%, Samples=15
Update 435: Return=-182.33, Acceptance=100.00%, Samples=15
Update 436: Return=-363.23, Acceptance=93.33%, Samples=15
Update 437: Return=-269.03, Acceptance=100.00%, Samples=15
Update 438: Return=-195.00, Acceptance=100.00%, Samples=15
Update 439: Return=-210.60, Acceptance=100.00%, Samples=15
Update 440: Return=-1048.53, Acceptance=73.33%, Samples=15
Update 441: Return=-282.50, Acceptance=100.00%, Samples=15
Update 442: Return=-123.97, Acceptance=100.00%, Samples=15
Update 443: Return=-377.71, Acceptance=93.33%, Samples=15
Update 444: Return=-176.29, Acceptance=100.00%, Samples=15
Update 445: Return=-225.92, Acceptance=100.00%, Samples=15
Update 446: Return=-222.08, Acceptance=100.00%, Samples=15
Update 447: Return=-260.42, Acceptance=100.00%, Samples=15
Update 448: Return=-344.08, Acceptance=93.33%, Samples=15
Update 449: Return=-766.12, Acceptance=80.00%, Samples=15
Update 450: Return=-431.85, Acceptance=93.33%, Samples=15
Update 451: Return=-398.29, Acceptance=93.33%, Samples=15
Update 452: Return=-299.45, Acceptance=100.00%, Samples=15
Update 453: Return=-905.44, Acceptance=80.00%, Samples=15
Update 454: Return=-202.10, Acceptance=100.00%, Samples=15
Update 455: Return=-286.41, Acceptance=100.00%, Samples=15
Update 456: Return=-124.95, Acceptance=100.00%, Samples=15
Update 457: Return=-610.89, Acceptance=86.67%, Samples=15
Update 458: Return=-461.80, Acceptance=86.67%, Samples=15
Update 459: Return=-188.23, Acceptance=100.00%, Samples=15
Update 460: Return=-300.63, Acceptance=100.00%, Samples=15
