Round,finetuned,ga,gal-vne,greedy,pretrain
0.2,87.15083798882681,90.5027932960894,87.15083798882681,87.15083798882681,87.15083798882681
0.3,70.38461538461539,76.15384615384615,70.38461538461539,70.38461538461539,70.38461538461539
0.4,59.70149253731343,65.67164179104478,59.70149253731343,59.70149253731343,59.70149253731343
